,Title,Link,Lyrics
10,next to me,https://www.lyrics.com//lyric/37460920/Imagine+Dragons/Next+To+Me,"Something about the way that you walked into my living room
Casually and confident lookin' at the mess I am
But still you, still you want me
Stress lines and cigarettes, politics and deficits
Late bills and overages, screamin' and hollerin'
But still you, still you want me

Oh, I always let you down
You're shattered on the ground
But still I find you there
Next to me
And oh, stupid things I do
I'm far from good, it's true
But still I find you
Next to me (next to me)

There's something about the way that you always see the pretty view
Overlook the blooded mess, always lookin' effortless
And still you, still you want me
I got no innocence, faith ain't no privilege
I am a deck of cards, vice or a game of hearts
And still you, still you want me

Oh, I always let you down
You're shattered on the ground
But still I find you there
Next to me
And oh, stupid things I do
I'm far from good, it's true
But still I find you
Next to me 

So thank you for taking a chance on me
I know it isn't easy
But I hope to be worth it (oh)
So thank you for taking a chance on me
I know it isn't easy
But I hope to be worth it (oh)

Oh, I always let you down (I always let you down)
You're shattered on the ground (shattered on the ground)
But still I find you there
Next to me
And oh, stupid things I do (stupid things I do)
I'm far from good, it's true
But still I find you
Next to me (next to me)"
11,believer,https://www.lyrics.com//lyric/37036165/Imagine+Dragons/Believer,"First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I can be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age
Taking my sulking to the masses
Writing my poems for the few
That look at me, took to me, shook to me, feeling me
Singing from heartache, from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the

(Pain)
You made me a, you made me a believer, believer
(Pain)
You break me down, you build me up, believer, believer
(Pain)
Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from
(Pain)
You made me a, you made me a believer, believer

Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

I was choking in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown

But they never did, ever lived, ebbing and flowing
Inhibited, limited
'Til it broke open and rained down
It rained down, like

(Pain)
You made me a, you made me a believer, believer
(Pain)
You break me down, you build me up, believer, believer
(Pain)
Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from
(Pain)
You made me a, you made me a believer, believer

Last things last
By the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh

But they never did, ever lived, ebbing and flowing
Inhibited, limited
'Til it broke open and rained down
It rained down, like

(Pain)
You made me a, you made me a believer, believer
(Pain)
You break me down, you build me up, believer, believer
(Pain)
Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from
(Pain)
You made me a, you made me a believer, believer"
12,i bet my life,https://www.lyrics.com//lyric/37048322/Imagine+Dragons/I+Bet+My+Life,"(I bet, I bet my life)
(I bet my life)
(I bet my life)
(I bet my life)

I know I took the path that you would never want for me
I know I let you down, didn't I?
So many sleepless nights where you were waiting up on me
Well I'm just a slave unto the night

Now remember when I told you that's the last you'll see of me
Remember when I broke you down to tears
I know I took the path that you would never want for me
I gave you hell through all the years

So I, I bet my life, I bet my life
I bet my life for you
I, I bet my life, I bet my life
I bet my life for you

I've been around the world and never in my wildest dreams
Would I come running home to you
I've told a million lies but now I tell a single truth
There's you in everything I do

Now remember when I told you that's the last you'll see of me
Remember when I broke you down to tears
I know I took the path that you would never want for me
I gave you hell through all the years

So I, I bet my life, I bet my life
I bet my life for you
I, I bet my life, I bet my life
I bet my life for you

Don't tell me that I'm wrong
I've walked that road before
And left you on your own
And please believe them when they say
That it's left for yesterday
And the records that I've played
Please forgive me for all I've done

So I, I bet my life, I bet my life
I bet my life for you
I, I bet my life, I bet my life
I bet my life for you

I, I bet my, I bet my, I bet my
I, I bet my, I bet my, I bet my"
13,dream,https://www.lyrics.com//lyric/37760816/Imagine+Dragons/Dream,"In the dark, and I'm right on the middle mark
I'm just in the tier of everything that rides below the surface
And I watch from a distance seventeen
And I'm short of the others dreams of being golden and on top
It's not what you painted in my head
There's so much there instead of all the colors that I saw

We all are living in a dream
But life ain't what it seems
Oh everything's a mess
And all these sorrows I have seen
They lead me to believe
That everything's a mess

But I wanna dream
I wanna dream
Leave me to dream

In the eyes of a teenage crystallized
Oh, the prettiest of lights that hang the hallways of the home
And the cries from the strangers out at night
They don't keep us up at night
We have the curtains drawn and closed

We all are living in a dream
But life ain't what it seems
Oh everything's a mess
And all these sorrows I have seen
They lead me to believe
That everything's a mess

But I wanna dream
I wanna dream
Leave me to dream

I know all your reasons
To keep me from seeing
Everything is actually a mess
But now I am leaving
All of us were only dreaming
Everything is actually a mess

We all are living in a dream
But life ain't what it seems
Oh everything's a mess
And all these sorrows I have seen
They lead me to believe
That everything's a mess
 
But I wanna dream
I wanna dream
Leave me to dream
But I wanna dream
I wanna dream
Leave me to dream"
14,hopeless opus,https://www.lyrics.com//lyric/37760819/Imagine+Dragons/Hopeless+Opus,"Hey Mr. cage man let me get a fresh breath
Cherry bomb head strong I could fake my own death
Hey Mr. fate man shuffle me a ninth life
I've been wrong, go long
Throwing me a sharp right

It's not a picture perfect life
Not what I had in mind
Let me write my own line

I've got this place
That I've filled with empty space
Oh I'm trying not to face what I've done
My hopeless opus
I'm in this race and I'm hoping just to place
Oh I'm trying not to face what's become of me
My hopeless opus

Hey Mr. safe man hustle me an okay
I could slide take a dive take it for the home team
Hey Mr. postman slip me one more green note
I've been low hit the floor looking just to make broke

It's not a picture perfect life
Not what I had in mind
Let me write my own line

I've got this place
That I've filled with empty space
Oh I'm trying not to face what I've done
My hopeless opus
I'm in this race and I'm hoping just to place
Oh I'm trying not to face what's become of me
My hopeless opus

Hey Mr.
Hey, hey Mr.
Hey Mr. cage man
Cherry bomb
Let me get
Cherry bomb
Cherry bomb

I've got this place
That I've filled with empty space
Oh I'm trying not to face what I've done
My hopeless opus
I'm in this race and I'm hoping just to place
Oh I'm trying not to face what's become of me
My hopeless opus"
15,demons,https://www.lyrics.com//lyric/37051214/Imagine+Dragons/Demons,"When the days are cold
And the cards all fold
And the saints we see
Are all made of gold

When your dreams all fail
And the ones we hail
Are the worst of all
And the blood's run stale

I wanna hide the truth
I wanna shelter you
But with the beast inside
There's nowhere we can hide

No matter what we breed
We still are made of greed
This is my kingdom come
This is my kingdom come

When you feel my heat
Look into my eyes
It's where my demons hide
It's where my demons hide
Don't get too close
It's dark inside
It's where my demons hide
It's where my demons hide

At the curtain's call
It's the last of all
When the lights fade out
All the sinners crawl

So they dug your grave
And the masquerade
Will come calling out
At the mess you've made

Don't wanna let you down
But I am hellbound
Though this is all for you
Don't wanna hide the truth

No matter what we breed
We still are made of greed
This is my kingdom come
This is my kingdom come

When you feel my heat
Look into my eyes
It's where my demons hide
It's where my demons hide
Don't get too close
It's dark inside
It's where my demons hide
It's where my demons hide

They say it's what you make
I say it's up to fate
It's woven in my soul
I need to let you go

Your eyes, they shine so bright
I wanna save that light
I can't escape this now
Unless you show me how

When you feel my heat
Look into my eyes
It's where my demons hide
It's where my demons hide
Don't get too close
It's dark inside
It's where my demons hide
It's where my demons hide"
16,on top of the world,https://www.lyrics.com//lyric/37055235/Imagine+Dragons/On+Top+Of+The+World,"If you love somebody
Better tell them why they're here 'cause
They just may run away from you

You'll never know what went well
Then again it just depends on
How long of time is left for you

I've had the highest mountains
I've had the deepest rivers
You can have it all but not til you move it

Now take it in but don't look down

'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
I'm on top of the world

I've tried to cut these corners
Try to take the easy way out
I kept on falling short of something

I coulda gave up then but
Then again I couldn't have 'cause
I've traveled all this way for something

Now take it in but don't look down

'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
I'm on top of the world

'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child

And I know it's hard when you're falling down
And it's a long way up when you hit the ground
Get up now, get up, get up now

And I know it's hard when you're falling down
And it's a long way up when you hit the ground
Get up now, get up, get up now

'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
I'm on top of the world"
17,hear me,https://www.lyrics.com//lyric/37085598/Imagine+Dragons/Hear+Me,"Try to hear my voice
You can leave, now it's your choice

Maybe if I fall asleep, I won't breathe right
Maybe if I leave tonight, I won't come back

I said it before, I won't say it again
Love is a game to you, it's not pretend
Maybe if I fall asleep, I won't breathe right

Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it, too?

You kiss and you kiss
And you love and you love
You've got a history list and the rest is above
And if you're warm then you can't relate to me
From the floor to the floor
And the sky to the sky
You've got to love and adore and the rest is a lie
And if you're warm, then you can't relate to me

I said it before, I won't say it again
Love is a game to you, let's not pretend
Maybe if I fall asleep, I won't breathe right, right, right

Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it, too?

Leave your shoes at the door, baby
I am all you adore, lately
Come with me and we will run away

Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it, too?
Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it, too?"
18,underdog,https://www.lyrics.com//lyric/36348406/Imagine+Dragons/Underdog,"Early morning, take me over
Father father father, take me to the top
Oh oh oh oh
Early morning, wake me up
Father father father, this is not enough
Oh oh oh oh

Hey! That sends my mind up
I get the short end of it
Oh I love to be, I love to be the underdog
Hey! That sends my mind up
I get the short end of it
Oh I love to be, I love to be the underdog
Hey!
The underdog
Hey!
I'm the underdog
Hey!

Early evening, settling down
Father father father, who am I to play?
Oh oh oh oh
Early evening, hush me over
Father father father, are we just the same?
Oh oh oh oh

Hey! That sends my mind up
I get the short end of it
Oh I love to be, I love to be the underdog
Hey! That sends my mind up
I get the short end of it
Oh I love to be, I love to be the underdog
Hey!
The underdog
Hey!
I'm the underdog
Hey!

Living in the low life
Low life
Low life
Living in the low life
Low life
Low life
Living in the low life

Hey! That sends my mind up
I get the short end of it
Oh I love to be, I love to be the underdog
Hey! That sends my mind up
I get the short end of it
Oh I love to be, I love to be the underdog
Hey!
The underdog
Hey!
I love to be the underdog
Hey!
The underdog
Hey!
The underdog
Hey!
The underdog
The underdog
Hey!"
19,nothing left to say/rocks,https://www.lyrics.com//lyric/36348405/Imagine+Dragons/Nothing+Left+to+Say-Rocks,"Who knows how long?
I've been awake now
The shadows on my wall don't sleep
They keep calling me
Beckoning

Who knows what's right?
The lies keep getting thinner
My age has never made me wise
But I keep pushing on and on and on and on

There's nothing left to say now oh oh
There's nothing left to say now oh oh

I'm giving up, giving up he he
Giving up now
I'm giving up, giving up he he
Giving up now

There's nothing left to say now oh oh
There's nothing left to say now oh oh

I'm giving up, giving up he he
Giving up now
I'm giving up, giving up he he
Giving up now

Below, my soul
I'm feelin' injured
Collapsing as it sees the pain
If I could only shut it out

I've come too far to see the end now
Even if my way is wrong
But I keep pushing on and on and on and on

There's nothing left to say now oh oh
There's nothing left to say now oh oh

I'm giving up, giving up he he
Giving up now
I'm giving up, giving up he he
Giving up now

There's nothing left to say now oh oh
There's nothing left to say now oh oh

I'm giving up, giving up he he
Giving up now
I'm giving up, giving up he he
Giving up now

I keep fallin', I keep fallin' down
I keep fallin', I keep fallin' down

I keep fallin', I keep fallin' down
I keep fallin', I keep fallin' down

If you could only save me
I'm drowning in the waters of myself

There's nothing left to say now oh oh
There's nothing left to say now oh oh

I'm giving up, giving up he he
Giving up now
I'm giving up, giving up he he
Giving up now

There's nothing left to say now oh oh
There's nothing left to say now oh oh

I'm giving up, giving up he he
Giving up now
I'm giving up, giving up he he
Giving up now

Where do we go from here?
I threw some rocks up at your window
I broke some rocks right through your window

Timber timber, we're falling down
Let the forest hear us out

Bumba rumba rum awh awh
Bumba rumba rum awh awh

Why can't I see what's right in front of me

We fall, we falling
We fall, we falling
We fall, we falling
We fall, we falling"
20,boomerang,https://www.lyrics.com//lyric/35602176/Imagine+Dragons/Boomerang,"How many lies do we have to tell
To keep from saying that I wish you well?
How many times said I'm movin' on?
How many times that false alarm goes off (goes off)
Goes off (goes off)
I know I’ll see you tomorrow

'Cause I'm bad to letting you go, letting you go
Letting you go, letting you go
Movin' on, movin' on, movin' on, movin' on
I'm ready to go, ready to go
Ready to throw, ready to throw
You're my boomerang boomerang
You're my boomerang boomerang

How many tears do we have to cry?
How many sleepless, lonely nights?
To work it up, is it worth enough?
Should we go ahead or should we turn around?
I know I’ll see you tomorrow

'Cause I'm bad to letting you go, letting you go
Letting you go, letting you go
Movin' on, movin' on, movin' on, movin' on
I'm ready to go, ready to go
Ready to throw, ready to throw
You're my boomerang boomerang
You're my boomerang boomerang

Just because it isn't easy it doesn't means that it's wrong
Everything that we've been workin' on, workin' on so long
Ooh, ooh, ooh

You're my boomerang boomerang (ooh)
You're my boomerang boomerang
You're my boomerang boomerang
You're my booma-booma-rang-rang
Letting you go, letting you go (booma-rang-rang)
Letting you go, letting you go (booma-rang-rang)
Movin' on, movin' on (booma-rang-rang)
Movin' on, movin' on (booma-rang-rang)
Ready to go, ready to go (booma-rang-rang)
Ready to throw, ready to throw
You're my boomerang boomerang
You're my boomerang boomerang
Letting you go, letting you go (booma-rang-rang)
Letting you go, letting you go (booma-rang-rang)
Movin' on, movin' on (booma-rang-rang)
Movin' on, movin' on (booma-rang-rang)
Ready to go, ready to go (booma-rang-rang)
Ready to throw, ready to throw
You're my boomerang boomerang
You're my boomerang boomerang"
21,cool out,https://www.lyrics.com//lyric/35602174/Imagine+Dragons/Cool+Out,"Cool out, cool out

Just before I go
Yes I know that I'm losing control, yeah
I wanna take things slow, put my mind cruise control
I know I'm always pacing
And I blame it on the pressure I'm facing
I wanna take things slow, put my mind cruise control

I'm standing on your front porch, saying: ""Don't go""
You're lookin' at me wild saying ""Just go home"" and

Cool out, 'cause baby I don't think I'm the one for you
So just cool out, 'cause baby I don't think I'm the one for you
So cool out, stay high, stay fresh, late nights
And just cool out, 'cause baby I don't think I'm the one for you
So cool out

You're always saying that you're read my sign and
Always wishing that I'll take the time but
You know that's not my speed
Only believe what I can see
I live my life in black and white
I know that's not what you would like
That's all I know, I put my mind and cruise control

I'm standing on your front porch, saying: ""Don't go""
You're lookin' at me wild saying ""Just go home"" and

Cool out, 'cause baby I don't think I'm the one for you
So just cool out, 'cause baby I don't think I'm the one for you
So cool out, stay high, stay fresh, late nights
And just cool out, 'cause baby I don't think I'm the one for you
So cool out (cool out, so cool out)

All the things that you detest in me
They keep you coming back for more, you see
We make each other get a bit crazy
But you'll always be a part of me

Cool out, 'cause baby I don't think I'm the one for you
So just cool out, 'cause baby I don't think I'm the one for you
So cool out, stay high, stay fresh, late nights
And just cool out, 'cause baby I don't think I'm the one for you
So cool out (cool out, so cool out)
Cool out, so cool out
(Cool out, cool out)
(Cool out, cool out)"
